month,product,category,sub_category,qty ,unit_cost_price,unit_sale_price,total_cost_price,total_sale_price,gross_profit,margin,,,,,,,,
NOV_21,METRONIDAZOLE TABS 400MG UK,RX,ANTI_INFECTION,2,6.59,9.00,13.18,18,4.82,26.8,,,,,,,,
NOV_21,MIST SENNACO 200ML,OTC,GI_LAX,12,2.50,3.50,30,42,12.00,28.6,,,,,,,,
NOV_21,MIST TRISILICATE SYR,OTC,GI_HEARTBURN_ANTACID,2,2.50,3.50,5,7,2.00,28.6,,,,,,,,
NOV_21,MR Q PACK QULOUN,OTC,SEX_HEALTH_M,41,3.80,5.50,155.8,225.5,69.70,30.9,,,,,,,,
NOV_21,MUCOLEX ADULT EXPECTORANT 125ML,OTC,COUGH_COLD,3,12.90,17.50,38.7,52.5,13.80,26.3,,,,,,,,
NOV_21,MULTIVITAMINE TAB LOCAL,OTC,VITAMINS,24,0.15,0.30,3.6,7.2,3.60,50.0,,,,,,,,
NOV_21,MYCOVIN 125MG TAB,RX,ANTI_INFECTION,2,1.14,1.50,2.28,3,0.72,24.0,,,,,,,,
NOV_21,MYCOVIN 500MG TABS,RX,ANTI_INFECTION,1,5.20,7.00,5.2,7,1.80,25.7,,,,,,,,
NOV_21,NAKLOFEN DUO 75MG,RX,ANALGESIC,45,1.65,2.30,74.18,103.5,29.32,28.3,,,,,,,,
NOV_21,NEOHYCOLEX DROP 5ML,RX,ANTI_INFECTION_EYE_EAR,5,13.50,19.00,67.5,95,27.50,28.9,,,,,,,,
NOV_21,NESBEN SUSP 20ML,RX,ANTI_INFECTION,2,3.98,5.50,7.96,11,3.04,27.6,,,,,,,,
NOV_21,NESBEN SUSP 20ML,RX,ANTI_INFECTION,3,3.98,5.50,11.94,16.5,4.56,27.6,,,,,,,,
NOV_21,NESBEN TABS,RX,ANTI_INFECTION,2,3.50,5.00,7,10,3.00,30.0,,,,,,,,
NOV_21,NESTRIM TABS 480MG ECL,RX,ANTI_INFECTION,20,0.08,0.12,1.6,2.4,0.80,33.3,,,,,,,,
NOV_21,NEUROZAN TABS,OTC,VITAMINS,1,85.00,115.00,85,115,30.00,26.1,,,,,,,,
NOV_21,NEXCOFER 30 CAPS ECL,OTC,VITAMINS,2,5.59,8.00,11.18,16,4.82,30.1,,,,,,,,
NOV_21,NEXCOFER SYR 200ML,OTC,VITAMINS,2,6.98,10.00,13.96,20,6.04,30.2,,,,,,,,
NOV_21,NIFE DENK TABS 10MG,RX,CARDIO,40,0.33,0.35,13.3,14,0.70,5.0,,,,,,,,
NOV_21,NIZORAL CREAM 15G,OTC,PERSONAL_CARE,2,23.48,34.00,46.96,68,21.04,30.9,,,,,,,,
NOV_21,NO 10 LIVER SALT LEMON,OTC,GI_LAX_ANTACID,55,0.48,0.70,26.40,38.50,12.10,31.4,,,,,,,,
NOV_21,NO 10 LIVER SALT PLAIN,OTC,GI_LAX_ANTACID,12,0.39,0.60,4.64,7.2,2.56,35.6,,,,,,,,
NOV_21,NO-SPA 40MG 100'S,RX,GI_ANTI_SPASMODIC,2,6.57,9.00,13.14,18,4.86,27.0,,,,,,,,
NOV_21,NUGEL O SUSP 200ML,OTC,GI_HEARTBURN_ANTACID,4,15.91,22.13,63.63,88.5,24.87,28.1,,,,,,,,
NOV_21,NUGEL SUSP 200ML,OTC,GI_HEARTBURN_ANTACID,2,14.93,21.00,29.86,42,12.14,28.9,,,,,,,,
NOV_21,OMEAID 20mg,RX,GI_ACID_REFLUX,7,1.50,2.50,10.5,17.5,7.00,40.0,,,,,,,,
NOV_21,ORS SACHET LOCAL,OTC,ELECTROLYTES,11,0.51,1.00,5.57,11,5.43,49.4,,,,,,,,
NOV_21,OTRIVIN ADULT NASAL SPRAY 10ML,OTC,COUGH_COLD,1,18.81,26.33,18.81,26.33,7.52,28.6,,,,,,,,
NOV_21,OXAFEN CAPS 20MG,RX,ANALGESIC,2,0.85,1.50,1.7,3,1.30,43.3,,,,,,,,
NOV_21,PAIN OFF TABS 10'S,OTC,ANALGESIC,14,0.34,0.50,4.76,7,2.24,32.0,,,,,,,,
NOV_21,PAINGAY CAPSULES,OTC,ANALGESIC,5,2.55,4.00,12.75,20,7.25,36.3,,,,,,,,
NOV_21,PANADOL ADVANCE 500MG 16'S,OTC,ANALGESIC,2,15.14,21.00,30.28,42,11.72,27.9,,,,,,,,
NOV_21,PANADOL EXTRA ADVANCE TABS 14'S,OTC,ANALGESIC,1,20.58,25.00,20.58,25,4.42,17.7,,,,,,,,
NOV_21,PARACETAMOL 500MG TABS RIDDLES,OTC,ANALGESIC,29,0.44,0.60,12.76,17.4,4.64,26.7,,,,,,,,
NOV_21,PARACETAMOL 500MG UK 100'S,OTC,ANALGESIC,25,2.30,1.50,57.5,37.5,-20.00,-53.3,,,,,,,,
NOV_21,PARACETAMOL AYRTON TABS 100's,OTC,ANALGESIC,11,0.42,0.60,4.62,6.6,1.98,30.0,,,,,,,,
NOV_21,PARACETAMOL CAPLET AYRTON 16's,OTC,ANALGESIC,11,2.20,3.50,24.2,38.5,14.30,37.1,,,,,,,,
NOV_21,PARACETAMOL DENK 125MG SUPP,OTC,ANALGESIC,10,1.35,1.80,13.54,18,4.46,24.8,,,,,,,,
NOV_21,PARACETAMOL DENK 250MG SUPP,OTC,ANALGESIC,2,1.54,2.20,3.08,4.4,1.32,30.0,,,,,,,,
NOV_21,PENICILLIN OINTMENT,OTC,FIRST_AID_INF,3,3.50,5.00,10.5,15,4.50,30.0,,,,,,,,
NOV_21,PEPSODENT TOOTH BRUSH ADULT,OTC,PERSONAL_CARE_DENT,1,3.67,5.00,3.67,5,1.33,26.6,,,,,,,,
NOV_21,PERMOXYL (AMOXICILLIN) CAPS 500,RX,ANTI_INFECTION,115,0.21,0.30,24.11,34.5,10.39,30.1,,,,,,,,
NOV_21,PERMOXYL SUSP 125MG,RX,ANTI_INFECTION,1,4.98,7.00,4.98,7,2.02,28.9,,,,,,,,
NOV_21,PERMOXYL SUSP 125MG,RX,ANTI_INFECTION,1,4.98,7.00,4.98,7,2.02,28.9,,,,,,,,
NOV_21,PLASTER singles,OTC,FIRST_AID,22,0.16,0.20,3.52,4.4,0.88,20.0,,,,,,,,
NOV_21,POSTINOR 2 LEVONORGESTREL TABS,OTC,SEX_HEALTH_F,5,25.29,34.00,126.45,170,43.55,25.6,,,,,,,,
NOV_21,PREDNISOLONE 5MG TABS LOCAL,RX,STEROID,1,0.80,1.00,0.8,1,0.20,20.0,,,,,,,,
NOV_21,PREGNACARE 19 30'S UK,OTC,VITAMINS,1,38.95,52.00,38.95,52,13.05,25.1,,,,,,,,
NOV_21,PREGNANCY TEST KITS,OTC,DIAGNOSTICS_PREG,31,0.98,2.00,30.37,62,31.63,51.0,,,,,,,,
NOV_21,PROCOLD 50'S TAB,OTC,COUGH_COLD,25,1.70,2.50,42.5,62.5,20.00,32.0,,,,,,,,
NOV_21,PROMAN CAPS,OTC,VITAMINS,2,31.97,44.00,63.94,88,24.06,27.3,,,,,,,,
NOV_21,RAPINOL 4'S TABS,OTC,ANALGESIC,29,0.42,0.60,12.14,17.4,5.26,30.2,,,,,,,,
NOV_21,RHIZIN (CETIRIZINE) 10MG TAB,OTC,ALLERGY,21,0.53,1.00,11.13,21,9.87,47.0,,,,,,,,
NOV_21,RONFIT FORTE CAPS,OTC,ANALGESIC,24,2.30,3.50,55.2,84,28.80,34.3,,,,,,,,
NOV_21,ROOTER LIFE MIXTURE 750 ML,OTC,HERBAL,1,34.00,45.00,34,45,11.00,24.4,,,,,,,,
NOV_21,ROOTER MIXTURE,OTC,HERBAL,5,6.50,9.00,32.5,45,12.50,27.8,,,,,,,,
NOV_21,ROOTER TYTONIC,OTC,HERBAL,1,13.00,18.00,13,18,5.00,27.8,,,,,,,,
NOV_21,ROUGH RIDER CONDOM PACK 3'S,OTC,SEX_HEALTH_M,11,6.29,9.00,69.19,99,29.81,30.1,,,,,,,,
NOV_21,RUBBING ALCOHOL LOCAL,OTC,FIRST_AID,3,13.00,19.00,39,57,18.00,31.6,,,,,,,,
NOV_21,SALBUTAMOL INHALER,RX,RESP,1,16.89,23.00,16.89,23,6.11,26.6,,,,,,,,
NOV_21,SALINE NASAL DROPS LOCAL,OTC,COUGH_COLD,2,3.00,4.50,6,9,3.00,33.3,,,,,,,,
NOV_21,SALINE NASAL SPRAY 44ML LIQUID,OTC,COUGH_COLD,2,11.54,15.00,23.08,30,6.92,23.1,,,,,,,,
NOV_21,SAMALIN JUNIOR COUGH SYRUP 125M,OTC,COUGH_COLD,4,4.20,6.00,16.8,24,7.20,30.0,,,,,,,,
NOV_21,SE'CLEAR EYE/EAR DROP 10ML BTL,OTC,EYE_EAR,6,7.95,11.00,47.7,66,18.30,27.7,,,,,,,,
NOV_21,SHALCIP CIPROFLOXACIN 500mg,RX,ANTI_INFECTION,1,4.10,6.00,4.1,6,1.90,31.7,,,,,,,,
NOV_21,SIBI MEN CAPSULES,OTC,SEX_HEALTH_M,1,12.73,17.00,12.73,17,4.27,25.1,,,,,,,,
NOV_21,SKYN NON-LATEX CONDOM,OTC,SEX_HEALTH_M,9,6.50,7.50,58.5,67.5,9.00,13.3,,,,,,,,
NOV_21,SLEMFIT WATER 500ml,OTC,FOOD,1,0.75,1.00,0.75,1,0.25,25.0,,,,,,,,
NOV_21,STOPKOF ADULT 100ML,OTC,COUGH_COLD,2,4.98,7.00,9.96,14,4.04,28.9,,,,,,,,
NOV_21,STOPKOF CHILDREN 100ML,OTC,COUGH_COLD,5,5.98,8.50,29.9,42.5,12.60,29.6,,,,,,,,
NOV_21,SUPIROCIN (MUPIROCIN) OINTMENT,RX,ANTI_INFECTION,1,25.01,35.00,25.01,35,9.99,28.5,,,,,,,,
NOV_21,SURFAZ CREAM 15G,OTC,FIRST_AID_INF,2,8.00,11.00,16,22,6.00,27.3,,,,,,,,
NOV_21,TAABEA HERBAL MIXTURE,OTC,HERBAL,4,9.00,13.00,36,52,16.00,30.8,,,,,,,,
NOV_21,TAABEA HERBAL MIXTURE,OTC,HERBAL,2,9.00,13.00,18,26,8.00,30.8,,,,,,,,
NOV_21,TADOL 50MG CAPS,RX,ANALGESIC,2,2.00,2.70,4,5.4,1.40,25.9,,,,,,,,
NOV_21,TAGERA FORTE SECNIDAZOLE TABLET,RX,ANTI_INFECTION,2,5.21,7.50,10.42,15,4.58,30.5,,,,,,,,
NOV_21,TEEDAR SYR 125ML,OTC,COUGH_COLD,3,6.80,10.00,20.4,30,9.60,32.0,,,,,,,,
NOV_21,TEEDAR SYR 125ML,OTC,COUGH_COLD,3,6.20,9.00,18.6,27,8.40,31.1,,,,,,,,
NOV_21,TETRACYCLINE CAPS,RX,ANTI_INFECTION,4,0.95,1.50,3.78,6,2.22,37.0,,,,,,,,
NOV_21,TETRACYCLINE EYE OINTMENT TROGE,RX,ANTI_INFECTION_EYE_EAR,1,2.09,3.00,2.09,3,0.91,30.3,,,,,,,,
NOV_21,TINATETT VENECARE MIXTURE 750ML,OTC,HERBAL,2,22.50,31.00,45,62,17.00,27.4,,,,,,,,
NOV_21,TOT HEMA TOTHEMA,OTC,VITAMINS,9,2.35,3.20,21.15,28.8,7.65,26.6,,,,,,,,
NOV_21,TRES ORIX FORTE 250ML KAMA,OTC,VITAMINS,3,20.05,28.00,60.15,84,23.85,28.4,,,,,,,,
NOV_21,TUMS ANTACID ASSORTED FRUITS 72,OTC,VITAMINS,1,36.00,50.00,36,50,14.00,28.0,,,,,,,,
NOV_21,VENTOLIN INHALER SALBUMATOL 100,RX,RESP,1,27.53,37.00,27.53,37,9.47,25.6,,,,,,,,
NOV_21,VERMOX 500MG TABS,RX,DE_WORMER,28,7.98,11.00,223.44,308,84.56,27.5,,,,,,,,
NOV_21,VERMOX SUSP,RX,DE_WORMER,4,14.53,20.00,58.12,80,21.88,27.4,,,,,,,,
NOV_21,VERNA MINERAL WATER 500ml,OTC,FOOD,4,0.70,1.00,2.8,4,1.20,30.0,,,,,,,,
NOV_21,VICTORY GARLIC BITTERS,OTC,HERBAL,5,9.00,12.50,45,62.5,17.50,28.0,,,,,,,,
NOV_21,VIGORIX FORTE 200ML,OTC,VITAMINS,2,9.22,13.00,18.44,26,7.56,29.1,,,,,,,,
NOV_21,VIKIL-20,OTC,VITAMINS,1,26.00,36.00,26,36,10.00,27.8,,,,,,,,
NOV_21,VIROL SYR 200ML,OTC,VITAMINS,1,6.20,9.00,6.2,9,2.80,31.1,,,,,,,,
NOV_21,VISCOF EXPECTORANT SYRUP 100ML,OTC,COUGH_COLD,2,7.75,11.00,15.5,22,6.50,29.5,,,,,,,,
NOV_21,VISCOF-D DRY COUGH SYR 100ML,OTC,COUGH_COLD,3,9.85,13.50,29.55,40.5,10.95,27.0,,,,,,,,
NOV_21,VITAFOL CAPLETS 30's,OTC,VITAMINS,1,8.28,11.00,8.28,11,2.72,24.7,,,,,,,,
NOV_21,VITAMIN B COMPLEX PHARMANOV_21A,OTC,VITAMINS,18,0.21,0.30,3.78,5.4,1.62,30.0,,,,,,,,
NOV_21,VITAMIN C & ZINC EASYLIFE,OTC,VITAMINS,10,15.00,21.00,150,210,60.00,28.6,,,,,,,,
NOV_21,VITAMIN C & ZINC EASYLIFE,OTC,VITAMINS,5,15.00,21.00,75,105,30.00,28.6,,,,,,,,
NOV_21,VITAMIN C EFFERVESCENT CORVITE,OTC,VITAMINS,1,20.00,26.00,20,26,6.00,23.1,,,,,,,,
NOV_21,VOLTFAST SACHETS 50MG 30'S NOV_21A,OTC,ANALGESIC,5,1.49,2.10,7.45,10.5,3.05,29.0,,,,,,,,
NOV_21,VOLTIC WATER 500ml,OTC,FOOD,14,0.87,1.00,12.16,14,1.84,13.1,,,,,,,,
NOV_21,WARFARIN 5MG TABS,RX,CARDIO,28,0.27,0.40,7.56,11.2,3.64,32.5,,,,,,,,
NOV_21,WELLWOMAN 50+CAPS VITABIOTICS,OTC,VITAMINS,2,46.44,65.00,92.88,130,37.12,28.6,,,,,,,,
NOV_21,WORMPLEX 400 SUSPENSION,RX,DE_WORMER,3,6.00,8.50,18,25.5,7.50,29.4,,,,,,,,
NOV_21,WORMPLEX 400 TAB,RX,DE_WORMER,9,5.20,7.50,46.8,67.5,20.70,30.7,,,,,,,,
NOV_21,ZENTEL SUSP,RX,DE_WORMER,3,8.00,11.00,24,33,9.00,27.3,,,,,,,,
NOV_21,ZENTEL TAB,RX,DE_WORMER,13,6.33,9.00,82.29,117,34.71,29.7,,,,,,,,
NOV_21,ZINC 10MG TABS,OTC,VITAMINS,4,0.29,0.50,1.16,2,0.84,42.0,,,,,,,,
NOV_21,"ZINC OXIDE PLASTER 1""",OTC,FIRST_AID,5,3.50,5.00,17.5,25,7.50,30.0,,,,,,,,
NOV_21,"ZINC OXIDE PLASTER 3""",OTC,FIRST_AID,2,7.90,11.00,15.8,22,6.20,28.2,,,,,,,,
NOV_21,ZINCOFER CAP CAPSULES,OTC,VITAMINS,1,13.80,19.00,13.8,19,5.20,27.4,,,,,,,,
NOV_21,ZINCOFER SYR 200ML,OTC,VITAMINS,2,12.74,17.50,25.48,35,9.52,27.2,,,,,,,,
NOV_21,ZINCOVIT DROPS 5ML APEX,OTC,VITAMINS,1,7.05,10.00,7.05,10.00,2.95,29.5,,,,,,,,
NOV_21,ZINCOVIT SYR 200ML APEX,OTC,VITAMINS,2,13.50,19.00,27,38,11.00,28.9,,,,,,,,
NOV_21,ZINNAT 500MG TABS,RX,ANTI_INFECTION,10,8.83,12.00,88.33,120,31.67,26.4,,,,,,,,
NOV_21,ZITHROMAX 250MG 6'S PFIZER,RX,ANTI_INFECTION,2,127.00,175.00,254,350,96.00,27.4,,,,,,,,
NOV_21,ZITHROMAX SUSP 200MG/5ML SUSP,RX,ANTI_INFECTION,1,71.89,99.00,71.89,99,27.11,27.4,,,,,,,,
NOV_21,ZUBES CHILDREN COUGH SYRUP,OTC,COUGH_COLD_PED,1,9.59,13.00,9.59,13,3.41,26.2,,,,,,,,
NOV_21,ZUBES EXTRA STRONG 125ml,OTC,COUGH_COLD_PED,1,14.80,20.00,14.8,20,5.20,26.0,,,,,,,,
NOV_21,ZUBES LOZENGES,OTC,COUGH_COLD,11,0.78,1.20,8.58,13.2,4.62,35.0,,,,,,,,
NOV_21,ZULU ACECLOFENAC 100MG TAB,RX,ANALGESIC,11,3.40,5.00,37.4,55,17.60,32.0,,,,,,,,
DEC_21,ACCLEAN FLOSS UNWAXED,OTC,PERSONAL_CARE_DENT,1,8.00,12.00,8,12,4.00,33.33,,,,,,,,
DEC_21,ADOM KOO MIXTURE,OTC,HERBAL,4,5.50,8.00,22,32,10.00,31.25,,,,,,,,
DEC_21,ADOM KOOKO CAPS 30'S,OTC,HERBAL,3,11.70,16.00,35.1,48,12.90,26.88,,,,,,,,
DEC_21,AGBEVE TONIC,OTC,VITAMINS,6,8.00,11.00,48,66,18.00,27.27,,,,,,,,
DEC_21,ALKA 5 SYR 100ML CHARAK,OTC,HERBAL,2,27.00,38.00,54,76,22.00,28.95,,,,,,,,
DEC_21,ALUDROX TABS (M&G),OTC,GI_LAX_ANTACID,2,0.41,0.60,0.82,1.2,0.38,31.67,,,,,,,,
DEC_21,ALUDROX TABS (M&G),OTC,GI_HEARTBURN_ANTACID,10,0.41,0.60,4.1,6,1.90,31.67,,,,,,,,
DEC_21,ALWAYS COTTON SOFT PINK PAD,OTC,PERSONAL_CARE_F,3,6.00,7.00,18,21,3.00,14.29,,,,,,,,
DEC_21,ALWAYS ULTRA THIN PAD 14's,OTC,PERSONAL_CARE_F,1,10.00,12.00,10,12,2.00,16.67,,,,,,,,
DEC_21,AMCOF INFANT 100ml,OTC,ANALGESIC,1,5.00,7.00,5,7,2.00,28.57,,,,,,,,
DEC_21,AMLODIPINE 10MG TAB 28'S,RX,CARDIO,70,0.27,0.40,18.7,28,9.30,33.21,,,,,,,,
DEC_21,AMLODIPINE 5MG TABS UK,RX,CARDIO,28,0.22,0.30,6.03,8.4,2.37,28.21,,,,,,,,
DEC_21,AMOKSIKLAV 1G TABS,RX,ANTI_INFECTION,5,32.00,44.00,160,220,60.00,27.27,,,,,,,,
DEC_21,AMOKSIKLAV 228MG/5ML SUSPENSION,RX,ANTI_INFECTION,5,14.30,20.00,71.5,100,28.50,28.5,,,,,,,,
DEC_21,AMOKSIKLAV 457MG/5ML SUSP,RX,ANTI_INFECTION,5,20.81,29.00,104.05,145,40.95,28.24,,,,,,,,
DEC_21,AMOKSIKLAV 625mg TABS,RX,ANTI_INFECTION,6,21.90,30.00,131.4,180,48.60,27,,,,,,,,
DEC_21,AMOXICILLIN 500MG CAPS (UK) 21',RX,ANTI_INFECTION,1,16.00,22.00,16,22,6.00,27.27,,,,,,,,
DEC_21,ANDREWS LIVER SALT,OTC,GI_LAX_ANTACID,84,0.70,1.00,58.8,84,25.20,30,,,,,,,,
DEC_21,ANUSOL SUPP 12'S,OTC,GI_HEMORROIDAL,6,2.29,3.20,13.74,19.2,5.46,28.44,,,,,,,,
DEC_21,APC 10'S TABS KINAPHARMA,OTC,ANALGESIC,9,1.16,1.60,10.44,14.4,3.96,27.5,,,,,,,,
DEC_21,APETAMIN CYPROHEPTADINE SYRUP,OTC,VITAMINS,1,14.32,23.00,14.32,23,8.68,37.74,,,,,,,,
DEC_21,APETAMIN CYPROHEPTADINE SYRUP,OTC,VITAMINS,4,14.32,20.00,57.28,80,22.72,28.4,,,,,,,,
DEC_21,ARTHROTEC 75 75MG /200MCG 20'S,RX,ANALGESIC,10,3.71,5.00,37.06,50,12.94,25.88,,,,,,,,
DEC_21,ASCORYL SYR 125ml,OTC,VITAMINS_PED,3,4.90,8.00,14.7,24,9.30,38.75,,,,,,,,
DEC_21,ASMADRIN TABS 4 X 25,OTC,RESP,1,0.52,0.80,0.52,0.8,0.28,35,,,,,,,,
DEC_21,ASSURED ANTI- DIARRHEAL LOPERAM,OTC,GI_ANTIDIARRHOEAL,2,1.25,1.00,2.5,2,-0.50,-25,,,,,,,,
DEC_21,ATORVASTATIN 10MG TABS 28'S,RX,CARDIO,28,0.25,0.35,6.98,9.8,2.82,28.78,,,,,,,,
DEC_21,AUNTIE MARY'S BABY GRIPE MIXTUR,OTC,MOTHER_BABY,4,6.98,10.00,27.92,40,12.08,30.2,,,,,,,,
DEC_21,AVOMINE PROMETHAZINE 25MG,OTC,GI_NV_MOTION_SICKNESS,3,1.85,2.00,5.55,6,0.45,7.5,,,,,,,,
DEC_21,AWAKE MINERAL WATER 500ML,OTC,FOOD,6,0.75,1.00,4.5,6,1.50,25,,,,,,,,
DEC_21,"AZOMAX AZITHROMYCIN SUSP 200MG,",RX,ANTI_INFECTION,3,28.43,39.00,85.29,117,31.71,27.1,,,,,,,,
DEC_21,BELLS CALAMINE LOTION 100ML,OTC,ALLERGY,1,12.03,16.00,12.03,16,3.97,24.81,,,,,,,,
DEC_21,BELLS VITAMIN C SYRUP 100ML,OTC,VITAMINS_PED,3,13.00,18.00,39,54,15.00,27.78,,,,,,,,
DEC_21,BENDRO 2.5 TABS LOCAL,RX,CARDIO,10,0.47,0.60,4.66,6,1.34,22.33,,,,,,,,
DEC_21,BENYLIN CHILDREN DRY COUGH&SORE,OTC,COUGH_COLD_PED,1,29.20,40.00,29.2,40,10.80,27,,,,,,,,
DEC_21,BENYLIN MUCUS COUGH MAX,OTC,COUGH_COLD_PED,1,39.40,53.00,39.4,53,13.60,25.66,,,,,,,,
DEC_21,BEST HEALTH SORE THROAT RELIEF,OTC,COUGH_COLD,34,1.22,1.60,41.54,54.4,12.86,23.64,,,,,,,,
DEC_21,BETA MALT PLASTIC DRINK 330ML,OTC,FOOD,10,2.92,4.00,29.2,40,10.80,27,,,,,,,,
DEC_21,BETAFEN IBUPROFEN SYR 100ml,OTC,ANALGESIC,1,6.46,9.00,6.46,9,2.54,28.22,,,,,,,,
DEC_21,BIOFERON 200ML SYRUP,OTC,VITAMINS,7,17.94,25.00,125.58,175,49.42,28.24,,,,,,,,
DEC_21,BIOFERON CAPS,OTC,VITAMINS,4,17.49,24.00,69.96,96,26.04,27.13,,,,,,,,
DEC_21,BISACODYL (NOVOLAX) 5MG TABS,OTC,GI_LAX,7,0.34,0.50,2.38,3.5,1.12,32,,,,,,,,
DEC_21,BLUMOON 100mg,OTC,SEX_HEALTH_M,2,3.50,5.00,7,10,3.00,30,,,,,,,,
DEC_21,BLUMOON 100mg,OTC,SEX_HEALTH_M,2,3.50,5.00,7,10,3.00,30,,,,,,,,
DEC_21,BONNISAN GRIPE WATER LIQUID,OTC,MOTHER_BABY,1,11.28,16.00,11.28,16,4.72,29.5,,,,,,,,
DEC_21,BORGES OLIVE OIL 125ML,OTC,FOOD,1,11.00,15.00,11,15,4.00,26.67,,,,,,,,
DEC_21,BRAGG APPLE CIDER VINEGAR - 473,OTC,FOOD,1,38.00,52.00,38,52,14.00,26.92,,,,,,,,
DEC_21,BRO-ZEDEX SYR 100ML,OTC,COUGH_COLD,1,10.00,13.00,10,13,3.00,23.08,,,,,,,,
DEC_21,CALPOL INFANT 2+ MONTHS SYR 100,OTC,COUGH_COLD_PED,7,33.98,47.00,237.86,329,91.14,27.7,,,,,,,,
DEC_21,CANESTEN CREAM 20G,OTC,PERSONAL_CARE_F,1,22.90,32.00,22.9,32,9.10,28.44,,,,,,,,
DEC_21,CARESTART MALARIA TEST,OTC,DIAGNOSTICS_MALA,30,9.00,10.00,270,300,30.00,10,,,,,,,,
DEC_21,CATAFLAM DICLOFENAC TABS 50MG,RX,ANALGESIC,10,1.29,1.80,12.9,18,5.10,28.33,,,,,,,,
DEC_21,CETAPOL SYRUP,OTC,ANALGESIC,4,3.90,6.00,15.6,24,8.40,35,,,,,,,,
DEC_21,CETIRIZINE RHIZIN 30ML SYR,OTC,ALLERGY,3,2.67,4.00,8.01,12,3.99,33.25,,,,,,,,
DEC_21,CHLORAMPHENICOL EYE DROP 10ML,OTC,EYE,2,1.70,3.00,3.4,6,2.60,43.33,,,,,,,,
DEC_21,CIPROLEX EYE/EAR DROP,RX,ANTI_INFECTION_EYE_EAR,2,9.00,12.50,18,25,7.00,28,,,,,,,,
DEC_21,CIPROLEX TAB 500MG,RX,ANTI_INFECTION,34,1.00,1.40,34,47.6,13.60,28.57,,,,,,,,
DEC_21,CIPROLEX TZ TABS,RX,ANTI_INFECTION,3,18.00,25.00,54,75,21.00,28,,,,,,,,
DEC_21,CITRO C 100MG 25'S A EFAH,OTC,VITAMINS,131,1.36,2.00,178.26,262,83.74,31.96,,,,,,,,
DEC_21,CLARITHROMYCIN TAB 500MG,RX,ANTI_INFECTION,1,27.80,38.00,27.8,38,10.20,26.84,,,,,,,,
DEC_21,CLARITINE 30'S 10MG BAYER,OTC,ALLERGY,3,4.33,5.80,12.99,17.4,4.41,25.34,,,,,,,,
DEC_21,CLOMIPHENE (CLOMID) 50MG TABS,RX,REPRODUCTIVE,1,3.47,4.70,3.47,4.7,1.23,26.17,,,,,,,,
DEC_21,CLOTRI-DENK CREAM 20GM,OTC,PERSONAL_CARE_F,1,18.21,25.00,18.21,25,6.79,27.16,,,,,,,,
DEC_21,COARTEM 20/120 mg 18 TABS,RX,ANTI_MALARIAL,1,21.78,30.00,21.78,30,8.22,27.4,,,,,,,,
DEC_21,COARTEM 80/480MG,RX,ANTI_MALARIAL,5,35.80,50.00,179,250,71.00,28.4,,,,,,,,
DEC_21,COKE PLASTIC 300ML,OTC,FOOD,5,2.25,3.00,11.25,15,3.75,25,,,,,,,,
DEC_21,COLDRILIF CAPS,OTC,COUGH_COLD,12,3.40,5.00,40.8,60,19.20,32,,,,,,,,
DEC_21,COLDRILIF SYRUP,OTC,COUGH_COLD,3,5.29,7.50,15.87,22.5,6.63,29.47,,,,,,,,
DEC_21,COLGATE TOTAL 170ml,OTC,PERSONAL_CARE_DENT,4,20.00,25.00,80,100,20.00,20,,,,,,,,
DEC_21,COLODIUM LOPERAMIDE,OTC,GI_ANTIDIARRHOEAL,13,1.80,2.50,23.4,32.5,9.10,28,,,,,,,,
DEC_21,COMIT 50MG TABS GVBLISS,RX,SEX_HEALTH_M,2,9.00,13.00,18,26,8.00,30.77,,,,,,,,
DEC_21,CONGESTYL SYR 60ML,OTC,COUGH_COLD_PED,3,10.59,14.50,31.77,43.5,11.73,26.97,,,,,,,,
DEC_21,CONGESTYL TABS 12'S,OTC,COUGH_COLD,9,6.00,8.50,54,76.5,22.50,29.41,,,,,,,,
DEC_21,CONGESTYL TABS 12'S,OTC,COUGH_COLD,7,6.00,8.50,42,59.5,17.50,29.41,,,,,,,,
DEC_21,COTTON WOOL 100G,OTC,PERSONAL_CARE,2,4.20,6.00,8.4,12,3.60,30,,,,,,,,
DEC_21,COTTON WOOL 25G,OTC,PERSONAL_CARE,2,1.60,2.50,3.2,5,1.80,36,,,,,,,,
DEC_21,COTTON WOOL 500G,OTC,PERSONAL_CARE,1,13.75,19.00,13.75,19,5.25,27.63,,,,,,,,
DEC_21,COTTON WOOL 50G,OTC,PERSONAL_CARE,1,2.70,4.00,2.7,4,1.30,32.5,,,,,,,,
DEC_21,CRESTOR 10MG TABS,RX,CARDIO,28,3.05,4.10,85.47,114.8,29.33,25.55,,,,,,,,
DEC_21,CYPRODINE CYPROHEPTADINE CAPS Z,OTC,VITAMINS,2,26.00,35.00,52,70,18.00,25.71,,,,,,,,
DEC_21,CYPRODINE SYRUP,OTC,VITAMINS,1,26.00,36.00,26,36,10.00,27.78,,,,,,,,
DEC_21,DAKTACORT CREAM 15G JANSSEN,OTC,PERSONAL_CARE,2,21.00,29.00,42,58,16.00,27.59,,,,,,,,
DEC_21,DECATYLEN LOZENGES 20'S,OTC,COUGH_COLD,25,1.25,1.80,31.25,45,13.75,30.56,,,,,,,,
