year,month,product,category,sub_category,qty ,unit_cost_price,unit_sale_price,total_cost_price,total_sale_price,gross_profit,margin
2021,NOV_21,OTRIVIN ADULT NASAL SPRAY 10ML,OTC,COUGH_COLD,1,18.81,26.33,18.81,26.33,7.52,28.6
2021,NOV_21,OXAFEN CAPS 20MG,RX,ANALGESIC,2,0.85,1.5,1.7,3,1.3,43.3
2021,NOV_21,PAIN OFF TABS 10'S,OTC,ANALGESIC,14,0.34,0.5,4.76,7,2.24,32
2021,NOV_21,PAINGAY CAPSULES,OTC,ANALGESIC,5,2.55,4,12.75,20,7.25,36.3
2021,NOV_21,PANADOL ADVANCE 500MG 16'S,OTC,ANALGESIC,2,15.14,21,30.28,42,11.72,27.9
2021,NOV_21,PANADOL EXTRA ADVANCE TABS 14'S,OTC,ANALGESIC,1,20.58,25,20.58,25,4.42,17.7
2021,NOV_21,PARACETAMOL 500MG TABS RIDDLES,OTC,ANALGESIC,29,0.44,0.6,12.76,17.4,4.64,26.7
2021,NOV_21,PARACETAMOL 500MG UK 100'S,OTC,ANALGESIC,25,2.3,1.5,57.5,37.5,-20,-53.3
2021,NOV_21,PARACETAMOL AYRTON TABS 100's,OTC,ANALGESIC,11,0.42,0.6,4.62,6.6,1.98,30
2021,NOV_21,PARACETAMOL CAPLET AYRTON 16's,OTC,ANALGESIC,11,2.2,3.5,24.2,38.5,14.3,37.1
2021,NOV_21,PARACETAMOL DENK 125MG SUPP,OTC,ANALGESIC,10,1.35,1.8,13.54,18,4.46,24.8
2021,NOV_21,PARACETAMOL DENK 250MG SUPP,OTC,ANALGESIC,2,1.54,2.2,3.08,4.4,1.32,30
2021,NOV_21,PENICILLIN OINTMENT,OTC,FIRST_AID_INF,3,3.5,5,10.5,15,4.5,30
2021,NOV_21,PEPSODENT TOOTH BRUSH ADULT,OTC,PERSONAL_CARE_DENT,1,3.67,5,3.67,5,1.33,26.6
2021,NOV_21,PERMOXYL (AMOXICILLIN) CAPS 500,RX,ANTI_INFECTION,115,0.21,0.3,24.11,34.5,10.39,30.1
2021,NOV_21,PERMOXYL SUSP 125MG,RX,ANTI_INFECTION,1,4.98,7,4.98,7,2.02,28.9
2021,NOV_21,PERMOXYL SUSP 125MG,RX,ANTI_INFECTION,1,4.98,7,4.98,7,2.02,28.9
2021,NOV_21,PLASTER singles,OTC,FIRST_AID,22,0.16,0.2,3.52,4.4,0.88,20
2021,NOV_21,POSTINOR 2 LEVONORGESTREL TABS,OTC,SEX_HEALTH_F,5,25.29,34,126.45,170,43.55,25.6
2021,NOV_21,PREDNISOLONE 5MG TABS LOCAL,RX,STEROID,1,0.8,1,0.8,1,0.2,20
2021,NOV_21,PREGNACARE 19 30'S UK,OTC,VITAMINS,1,38.95,52,38.95,52,13.05,25.1
2021,NOV_21,PREGNANCY TEST KITS,OTC,DIAGNOSTICS_PREG,31,0.98,2,30.37,62,31.63,51
2021,NOV_21,PROCOLD 50'S TAB,OTC,COUGH_COLD,25,1.7,2.5,42.5,62.5,20,32
2021,NOV_21,PROMAN CAPS,OTC,VITAMINS,2,31.97,44,63.94,88,24.06,27.3
2021,NOV_21,RAPINOL 4'S TABS,OTC,ANALGESIC,29,0.42,0.6,12.14,17.4,5.26,30.2
2021,NOV_21,RHIZIN (CETIRIZINE) 10MG TAB,OTC,ALLERGY,21,0.53,1,11.13,21,9.87,47
2021,NOV_21,RONFIT FORTE CAPS,OTC,ANALGESIC,24,2.3,3.5,55.2,84,28.8,34.3
2021,NOV_21,ROOTER LIFE MIXTURE 750 ML,OTC,HERBAL,1,34,45,34,45,11,24.4
2021,NOV_21,ROOTER MIXTURE,OTC,HERBAL,5,6.5,9,32.5,45,12.5,27.8
2021,NOV_21,ROOTER TYTONIC,OTC,HERBAL,1,13,18,13,18,5,27.8
2021,NOV_21,ROUGH RIDER CONDOM PACK 3'S,OTC,SEX_HEALTH_M,11,6.29,9,69.19,99,29.81,30.1
2021,NOV_21,RUBBING ALCOHOL LOCAL,OTC,FIRST_AID,3,13,19,39,57,18,31.6
2021,NOV_21,SALBUTAMOL INHALER,RX,RESP,1,16.89,23,16.89,23,6.11,26.6
2021,NOV_21,SALINE NASAL DROPS LOCAL,OTC,COUGH_COLD,2,3,4.5,6,9,3,33.3
2021,NOV_21,SALINE NASAL SPRAY 44ML LIQUID,OTC,COUGH_COLD,2,11.54,15,23.08,30,6.92,23.1
2021,NOV_21,SAMALIN JUNIOR COUGH SYRUP 125M,OTC,COUGH_COLD,4,4.2,6,16.8,24,7.2,30
2021,NOV_21,SE'CLEAR EYE/EAR DROP 10ML BTL,OTC,EYE_EAR,6,7.95,11,47.7,66,18.3,27.7
2021,NOV_21,SHALCIP CIPROFLOXACIN 500mg,RX,ANTI_INFECTION,1,4.1,6,4.1,6,1.9,31.7
2021,NOV_21,SIBI MEN CAPSULES,OTC,SEX_HEALTH_M,1,12.73,17,12.73,17,4.27,25.1
2021,NOV_21,SKYN NON-LATEX CONDOM,OTC,SEX_HEALTH_M,9,6.5,7.5,58.5,67.5,9,13.3
2021,NOV_21,SLEMFIT WATER 500ml,OTC,FOOD,1,0.75,1,0.75,1,0.25,25
2021,NOV_21,STOPKOF ADULT 100ML,OTC,COUGH_COLD,2,4.98,7,9.96,14,4.04,28.9
2021,NOV_21,STOPKOF CHILDREN 100ML,OTC,COUGH_COLD,5,5.98,8.5,29.9,42.5,12.6,29.6
2021,NOV_21,SUPIROCIN (MUPIROCIN) OINTMENT,RX,ANTI_INFECTION,1,25.01,35,25.01,35,9.99,28.5
2021,NOV_21,SURFAZ CREAM 15G,OTC,FIRST_AID_INF,2,8,11,16,22,6,27.3
2021,NOV_21,TAABEA HERBAL MIXTURE,OTC,HERBAL,4,9,13,36,52,16,30.8
2021,NOV_21,TAABEA HERBAL MIXTURE,OTC,HERBAL,2,9,13,18,26,8,30.8
2021,NOV_21,TADOL 50MG CAPS,RX,ANALGESIC,2,2,2.7,4,5.4,1.4,25.9
2021,NOV_21,TAGERA FORTE SECNIDAZOLE TABLET,RX,ANTI_INFECTION,2,5.21,7.5,10.42,15,4.58,30.5
2021,NOV_21,TEEDAR SYR 125ML,OTC,COUGH_COLD,3,6.8,10,20.4,30,9.6,32
2021,NOV_21,TEEDAR SYR 125ML,OTC,COUGH_COLD,3,6.2,9,18.6,27,8.4,31.1
2021,NOV_21,TETRACYCLINE CAPS,RX,ANTI_INFECTION,4,0.95,1.5,3.78,6,2.22,37
2021,NOV_21,TETRACYCLINE EYE OINTMENT TROGE,RX,ANTI_INFECTION_EYE_EAR,1,2.09,3,2.09,3,0.91,30.3
2021,NOV_21,TINATETT VENECARE MIXTURE 750ML,OTC,HERBAL,2,22.5,31,45,62,17,27.4
2021,NOV_21,TOT HEMA TOTHEMA,OTC,VITAMINS,9,2.35,3.2,21.15,28.8,7.65,26.6
2021,NOV_21,TRES ORIX FORTE 250ML KAMA,OTC,VITAMINS,3,20.05,28,60.15,84,23.85,28.4
2021,NOV_21,TUMS ANTACID ASSORTED FRUITS 72,OTC,VITAMINS,1,36,50,36,50,14,28
2021,NOV_21,VENTOLIN INHALER SALBUMATOL 100,RX,RESP,1,27.53,37,27.53,37,9.47,25.6
2021,NOV_21,VERMOX 500MG TABS,RX,DE_WORMER,28,7.98,11,223.44,308,84.56,27.5
2021,NOV_21,VERMOX SUSP,RX,DE_WORMER,4,14.53,20,58.12,80,21.88,27.4
2021,NOV_21,VERNA MINERAL WATER 500ml,OTC,FOOD,4,0.7,1,2.8,4,1.2,30
2021,NOV_21,VICTORY GARLIC BITTERS,OTC,HERBAL,5,9,12.5,45,62.5,17.5,28
2021,NOV_21,VIGORIX FORTE 200ML,OTC,VITAMINS,2,9.22,13,18.44,26,7.56,29.1
2021,NOV_21,VIKIL-20,OTC,VITAMINS,1,26,36,26,36,10,27.8
2021,NOV_21,VIROL SYR 200ML,OTC,VITAMINS,1,6.2,9,6.2,9,2.8,31.1
2021,NOV_21,VISCOF EXPECTORANT SYRUP 100ML,OTC,COUGH_COLD,2,7.75,11,15.5,22,6.5,29.5
2021,NOV_21,VISCOF-D DRY COUGH SYR 100ML,OTC,COUGH_COLD,3,9.85,13.5,29.55,40.5,10.95,27
2021,NOV_21,VITAFOL CAPLETS 30's,OTC,VITAMINS,1,8.28,11,8.28,11,2.72,24.7
2021,NOV_21,VITAMIN B COMPLEX PHARMANOV_21A,OTC,VITAMINS,18,0.21,0.3,3.78,5.4,1.62,30
2021,NOV_21,VITAMIN C & ZINC EASYLIFE,OTC,VITAMINS,10,15,21,150,210,60,28.6
2021,NOV_21,VITAMIN C & ZINC EASYLIFE,OTC,VITAMINS,5,15,21,75,105,30,28.6
2021,NOV_21,VITAMIN C EFFERVESCENT CORVITE,OTC,VITAMINS,1,20,26,20,26,6,23.1
2021,NOV_21,VOLTFAST SACHETS 50MG 30'S NOV_21A,OTC,ANALGESIC,5,1.49,2.1,7.45,10.5,3.05,29
2021,NOV_21,VOLTIC WATER 500ml,OTC,FOOD,14,0.87,1,12.16,14,1.84,13.1
2021,NOV_21,WARFARIN 5MG TABS,RX,CARDIO,28,0.27,0.4,7.56,11.2,3.64,32.5
2021,NOV_21,WELLWOMAN 50+CAPS VITABIOTICS,OTC,VITAMINS,2,46.44,65,92.88,130,37.12,28.6
2021,NOV_21,WORMPLEX 400 SUSPENSION,RX,DE_WORMER,3,6,8.5,18,25.5,7.5,29.4
2021,NOV_21,WORMPLEX 400 TAB,RX,DE_WORMER,9,5.2,7.5,46.8,67.5,20.7,30.7
2021,NOV_21,ZENTEL SUSP,RX,DE_WORMER,3,8,11,24,33,9,27.3
2021,NOV_21,ZENTEL TAB,RX,DE_WORMER,13,6.33,9,82.29,117,34.71,29.7
2021,NOV_21,ZINC 10MG TABS,OTC,VITAMINS,4,0.29,0.5,1.16,2,0.84,42
2021,NOV_21,"ZINC OXIDE PLASTER 1""",OTC,FIRST_AID,5,3.5,5,17.5,25,7.5,30
2021,NOV_21,"ZINC OXIDE PLASTER 3""",OTC,FIRST_AID,2,7.9,11,15.8,22,6.2,28.2
2021,NOV_21,ZINCOFER CAP CAPSULES,OTC,VITAMINS,1,13.8,19,13.8,19,5.2,27.4
2021,NOV_21,ZINCOFER SYR 200ML,OTC,VITAMINS,2,12.74,17.5,25.48,35,9.52,27.2
2021,NOV_21,ZINCOVIT DROPS 5ML APEX,OTC,VITAMINS,1,7.05,10,7.05,10,2.95,29.5
2021,NOV_21,ZINCOVIT SYR 200ML APEX,OTC,VITAMINS,2,13.5,19,27,38,11,28.9
2021,NOV_21,ZINNAT 500MG TABS,RX,ANTI_INFECTION,10,8.83,12,88.33,120,31.67,26.4
2021,NOV_21,ZITHROMAX 250MG 6'S PFIZER,RX,ANTI_INFECTION,2,127,175,254,350,96,27.4
2021,NOV_21,ZITHROMAX SUSP 200MG/5ML SUSP,RX,ANTI_INFECTION,1,71.89,99,71.89,99,27.11,27.4
2021,NOV_21,ZUBES CHILDREN COUGH SYRUP,OTC,COUGH_COLD_PED,1,9.59,13,9.59,13,3.41,26.2
2021,NOV_21,ZUBES EXTRA STRONG 125ml,OTC,COUGH_COLD_PED,1,14.8,20,14.8,20,5.2,26
2021,NOV_21,ZUBES LOZENGES,OTC,COUGH_COLD,11,0.78,1.2,8.58,13.2,4.62,35
2021,NOV_21,ZULU ACECLOFENAC 100MG TAB,RX,ANALGESIC,11,3.4,5,37.4,55,17.6,32
2021,DEC_21,ACCLEAN FLOSS UNWAXED,OTC,PERSONAL_CARE_DENT,1,8,12,8,12,4,33.33
2021,DEC_21,ADOM KOO MIXTURE,OTC,HERBAL,4,5.5,8,22,32,10,31.25
2021,DEC_21,ADOM KOOKO CAPS 30'S,OTC,HERBAL,3,11.7,16,35.1,48,12.9,26.88
2021,DEC_21,AGBEVE TONIC,OTC,VITAMINS,6,8,11,48,66,18,27.27
2021,DEC_21,ALKA 5 SYR 100ML CHARAK,OTC,HERBAL,2,27,38,54,76,22,28.95
2021,DEC_21,ALUDROX TABS (M&G),OTC,GI_LAX_ANTACID,2,0.41,0.6,0.82,1.2,0.38,31.67
2021,DEC_21,ALUDROX TABS (M&G),OTC,GI_HEARTBURN_ANTACID,10,0.41,0.6,4.1,6,1.9,31.67
2021,DEC_21,ALWAYS COTTON SOFT PINK PAD,OTC,PERSONAL_CARE_F,3,6,7,18,21,3,14.29
2021,DEC_21,ALWAYS ULTRA THIN PAD 14's,OTC,PERSONAL_CARE_F,1,10,12,10,12,2,16.67
2021,DEC_21,AMCOF INFANT 100ml,OTC,ANALGESIC,1,5,7,5,7,2,28.57
2021,DEC_21,AMLODIPINE 10MG TAB 28'S,RX,CARDIO,70,0.27,0.4,18.7,28,9.3,33.21
2021,DEC_21,AMLODIPINE 5MG TABS UK,RX,CARDIO,28,0.22,0.3,6.03,8.4,2.37,28.21
2021,DEC_21,AMOKSIKLAV 1G TABS,RX,ANTI_INFECTION,5,32,44,160,220,60,27.27
2021,DEC_21,AMOKSIKLAV 228MG/5ML SUSPENSION,RX,ANTI_INFECTION,5,14.3,20,71.5,100,28.5,28.5
2021,DEC_21,AMOKSIKLAV 457MG/5ML SUSP,RX,ANTI_INFECTION,5,20.81,29,104.05,145,40.95,28.24
2021,DEC_21,AMOKSIKLAV 625mg TABS,RX,ANTI_INFECTION,6,21.9,30,131.4,180,48.6,27
2021,DEC_21,AMOXICILLIN 500MG CAPS (UK) 21',RX,ANTI_INFECTION,1,16,22,16,22,6,27.27
2021,DEC_21,ANDREWS LIVER SALT,OTC,GI_LAX_ANTACID,84,0.7,1,58.8,84,25.2,30
2021,DEC_21,ANUSOL SUPP 12'S,OTC,GI_HEMORROIDAL,6,2.29,3.2,13.74,19.2,5.46,28.44
2021,DEC_21,APC 10'S TABS KINAPHARMA,OTC,ANALGESIC,9,1.16,1.6,10.44,14.4,3.96,27.5
2021,DEC_21,APETAMIN CYPROHEPTADINE SYRUP,OTC,VITAMINS,1,14.32,23,14.32,23,8.68,37.74
2021,DEC_21,APETAMIN CYPROHEPTADINE SYRUP,OTC,VITAMINS,4,14.32,20,57.28,80,22.72,28.4
2021,DEC_21,ARTHROTEC 75 75MG /200MCG 20'S,RX,ANALGESIC,10,3.71,5,37.06,50,12.94,25.88
2021,DEC_21,ASCORYL SYR 125ml,OTC,VITAMINS_PED,3,4.9,8,14.7,24,9.3,38.75
2021,DEC_21,ASMADRIN TABS 4 X 25,OTC,RESP,1,0.52,0.8,0.52,0.8,0.28,35
2021,DEC_21,ASSURED ANTI- DIARRHEAL LOPERAM,OTC,GI_ANTIDIARRHOEAL,2,1.25,1,2.5,2,-0.5,-25
2021,DEC_21,ATORVASTATIN 10MG TABS 28'S,RX,CARDIO,28,0.25,0.35,6.98,9.8,2.82,28.78
2021,DEC_21,AUNTIE MARY'S BABY GRIPE MIXTUR,OTC,MOTHER_BABY,4,6.98,10,27.92,40,12.08,30.2
2021,DEC_21,AVOMINE PROMETHAZINE 25MG,OTC,GI_NV_MOTION_SICKNESS,3,1.85,2,5.55,6,0.45,7.5
2021,DEC_21,AWAKE MINERAL WATER 500ML,OTC,FOOD,6,0.75,1,4.5,6,1.5,25
2021,DEC_21,"AZOMAX AZITHROMYCIN SUSP 200MG,",RX,ANTI_INFECTION,3,28.43,39,85.29,117,31.71,27.1
2021,DEC_21,BELLS CALAMINE LOTION 100ML,OTC,ALLERGY,1,12.03,16,12.03,16,3.97,24.81
2021,DEC_21,BELLS VITAMIN C SYRUP 100ML,OTC,VITAMINS_PED,3,13,18,39,54,15,27.78
2021,DEC_21,BENDRO 2.5 TABS LOCAL,RX,CARDIO,10,0.47,0.6,4.66,6,1.34,22.33
2021,DEC_21,BENYLIN CHILDREN DRY COUGH&SORE,OTC,COUGH_COLD_PED,1,29.2,40,29.2,40,10.8,27
2021,DEC_21,BENYLIN MUCUS COUGH MAX,OTC,COUGH_COLD_PED,1,39.4,53,39.4,53,13.6,25.66
2021,DEC_21,BEST HEALTH SORE THROAT RELIEF,OTC,COUGH_COLD,34,1.22,1.6,41.54,54.4,12.86,23.64
2021,DEC_21,BETA MALT PLASTIC DRINK 330ML,OTC,FOOD,10,2.92,4,29.2,40,10.8,27
2021,DEC_21,BETAFEN IBUPROFEN SYR 100ml,OTC,ANALGESIC,1,6.46,9,6.46,9,2.54,28.22
2021,DEC_21,BIOFERON 200ML SYRUP,OTC,VITAMINS,7,17.94,25,125.58,175,49.42,28.24
2021,DEC_21,BIOFERON CAPS,OTC,VITAMINS,4,17.49,24,69.96,96,26.04,27.13
2021,DEC_21,BISACODYL (NOVOLAX) 5MG TABS,OTC,GI_LAX,7,0.34,0.5,2.38,3.5,1.12,32
2021,DEC_21,BLUMOON 100mg,OTC,SEX_HEALTH_M,2,3.5,5,7,10,3,30
2021,DEC_21,BLUMOON 100mg,OTC,SEX_HEALTH_M,2,3.5,5,7,10,3,30
2021,DEC_21,BONNISAN GRIPE WATER LIQUID,OTC,MOTHER_BABY,1,11.28,16,11.28,16,4.72,29.5
2021,DEC_21,BORGES OLIVE OIL 125ML,OTC,FOOD,1,11,15,11,15,4,26.67
2021,DEC_21,BRAGG APPLE CIDER VINEGAR - 473,OTC,FOOD,1,38,52,38,52,14,26.92
2021,DEC_21,BRO-ZEDEX SYR 100ML,OTC,COUGH_COLD,1,10,13,10,13,3,23.08
2021,DEC_21,CALPOL INFANT 2+ MONTHS SYR 100,OTC,COUGH_COLD_PED,7,33.98,47,237.86,329,91.14,27.7
2021,DEC_21,CANESTEN CREAM 20G,OTC,PERSONAL_CARE_F,1,22.9,32,22.9,32,9.1,28.44
2021,DEC_21,CARESTART MALARIA TEST,OTC,DIAGNOSTICS_MALA,30,9,10,270,300,30,10
2021,DEC_21,CATAFLAM DICLOFENAC TABS 50MG,RX,ANALGESIC,10,1.29,1.8,12.9,18,5.1,28.33
2021,DEC_21,CETAPOL SYRUP,OTC,ANALGESIC,4,3.9,6,15.6,24,8.4,35
2021,DEC_21,CETIRIZINE RHIZIN 30ML SYR,OTC,ALLERGY,3,2.67,4,8.01,12,3.99,33.25
2021,DEC_21,CHLORAMPHENICOL EYE DROP 10ML,OTC,EYE,2,1.7,3,3.4,6,2.6,43.33
2021,DEC_21,CIPROLEX EYE/EAR DROP,RX,ANTI_INFECTION_EYE_EAR,2,9,12.5,18,25,7,28
2021,DEC_21,CIPROLEX TAB 500MG,RX,ANTI_INFECTION,34,1,1.4,34,47.6,13.6,28.57
2021,DEC_21,CIPROLEX TZ TABS,RX,ANTI_INFECTION,3,18,25,54,75,21,28
2021,DEC_21,CITRO C 100MG 25'S A EFAH,OTC,VITAMINS,131,1.36,2,178.26,262,83.74,31.96
2021,DEC_21,CLARITHROMYCIN TAB 500MG,RX,ANTI_INFECTION,1,27.8,38,27.8,38,10.2,26.84
2021,DEC_21,CLARITINE 30'S 10MG BAYER,OTC,ALLERGY,3,4.33,5.8,12.99,17.4,4.41,25.34
2021,DEC_21,CLOMIPHENE (CLOMID) 50MG TABS,RX,REPRODUCTIVE,1,3.47,4.7,3.47,4.7,1.23,26.17
2021,DEC_21,CLOTRI-DENK CREAM 20GM,OTC,PERSONAL_CARE_F,1,18.21,25,18.21,25,6.79,27.16
2021,DEC_21,COARTEM 20/120 mg 18 TABS,RX,ANTI_MALARIAL,1,21.78,30,21.78,30,8.22,27.4
2021,DEC_21,COARTEM 80/480MG,RX,ANTI_MALARIAL,5,35.8,50,179,250,71,28.4
2021,DEC_21,COKE PLASTIC 300ML,OTC,FOOD,5,2.25,3,11.25,15,3.75,25
2021,DEC_21,COLDRILIF CAPS,OTC,COUGH_COLD,12,3.4,5,40.8,60,19.2,32
2021,DEC_21,COLDRILIF SYRUP,OTC,COUGH_COLD,3,5.29,7.5,15.87,22.5,6.63,29.47
2021,DEC_21,COLGATE TOTAL 170ml,OTC,PERSONAL_CARE_DENT,4,20,25,80,100,20,20
2021,DEC_21,COLODIUM LOPERAMIDE,OTC,GI_ANTIDIARRHOEAL,13,1.8,2.5,23.4,32.5,9.1,28
2021,DEC_21,COMIT 50MG TABS GVBLISS,RX,SEX_HEALTH_M,2,9,13,18,26,8,30.77
2021,DEC_21,CONGESTYL SYR 60ML,OTC,COUGH_COLD_PED,3,10.59,14.5,31.77,43.5,11.73,26.97
2021,DEC_21,CONGESTYL TABS 12'S,OTC,COUGH_COLD,9,6,8.5,54,76.5,22.5,29.41
2021,DEC_21,CONGESTYL TABS 12'S,OTC,COUGH_COLD,7,6,8.5,42,59.5,17.5,29.41
2021,DEC_21,COTTON WOOL 100G,OTC,PERSONAL_CARE,2,4.2,6,8.4,12,3.6,30
2021,DEC_21,COTTON WOOL 25G,OTC,PERSONAL_CARE,2,1.6,2.5,3.2,5,1.8,36
2021,DEC_21,COTTON WOOL 500G,OTC,PERSONAL_CARE,1,13.75,19,13.75,19,5.25,27.63
2021,DEC_21,COTTON WOOL 50G,OTC,PERSONAL_CARE,1,2.7,4,2.7,4,1.3,32.5
2021,DEC_21,CRESTOR 10MG TABS,RX,CARDIO,28,3.05,4.1,85.47,114.8,29.33,25.55
2021,DEC_21,CYPRODINE CYPROHEPTADINE CAPS Z,OTC,VITAMINS,2,26,35,52,70,18,25.71
2021,DEC_21,CYPRODINE SYRUP,OTC,VITAMINS,1,26,36,26,36,10,27.78
2021,DEC_21,DAKTACORT CREAM 15G JANSSEN,OTC,PERSONAL_CARE,2,21,29,42,58,16,27.59
2021,DEC_21,DECATYLEN LOZENGES 20'S,OTC,COUGH_COLD,25,1.25,1.8,31.25,45,13.75,30.56
2021,DEC_21,DEEP FREEZE PAIN RELIEF COLD SP,OTC,ANALGESIC,1,27.62,40,27.62,40,12.38,30.95
2021,DEC_21,DEEP HEAT 15G,OTC,ANALGESIC,1,9.35,13,9.35,13,3.65,28.08
2021,DEC_21,DICLO DENK RETARD 100MG 100'S,RX,ANALGESIC,17,10.36,14.5,176.12,246.5,70.38,28.55
2021,DEC_21,DICLO-DENK SUPP 100MG,RX,ANALGESIC,30,1.87,2.63,56.04,79,22.96,29.06
2021,DEC_21,DICLOLEX POWER HEAT GEL,OTC,ANALGESIC,4,6,8.5,24,34,10,29.41
2021,DEC_21,DIFLUCAN CAP 150MG FLUCONAZOLE,RX,ANTI_INFECTION,1,80,100,80,100,20,20
2021,DEC_21,DORETA TAB,RX,ANALGESIC,25,2.2,3,55,75,20,26.67
2021,DEC_21,DRAGON TADALAFIL 20MG TAB,RX,SEX_HEALTH_M,9,4.23,6,38.04,54,15.96,29.56
2021,DEC_21,DREZ OINTMENT 10G,OTC,FIRST_AID_INF,6,6,8.5,36,51,15,29.41
2021,DEC_21,DREZ OINTMENT 30G,OTC,FIRST_AID_INF,4,12,17,48,68,20,29.41
2021,DEC_21,DREZ POWDER 10G,OTC,FIRST_AID_INF,3,6.5,9,19.5,27,7.5,27.78
2021,DEC_21,DREZ SOLUTION 100ML STEDMAN,OTC,FIRST_AID_INF,2,13.29,19,26.58,38,11.42,30.05
2021,DEC_21,DREZ SOLUTION 30ML,OTC,FIRST_AID_INF,1,8.3,11,8.3,11,2.7,24.55
2021,DEC_21,DUROL BLOOD TONIC 300ML,OTC,VITAMINS,1,9,13,9,13,4,30.77
2021,DEC_21,DUROL TONIC 200ML,OTC,VITAMINS,1,7,10,7,10,3,30
2021,DEC_21,DYNEWELL SYR,OTC,VITAMINS,7,3.1,4.5,21.7,31.5,9.8,31.11
2021,DEC_21,DYNEWELL TAB,OTC,VITAMINS,24,0.2,0.5,4.79,12,7.21,60.08
2021,DEC_21,EFPAC JUNIOR,OTC,ANALGESIC,5,6,8.5,30,42.5,12.5,29.41
2021,DEC_21,EFPAC TABS,OTC,ANALGESIC,37,1.17,1.7,43.28,62.9,19.62,31.19
2021,DEC_21,ENAFEN IBUPROFEN 400MG 50'S ECL,RX,ANALGESIC,20,1.2,2,24,40,16,40
2021,DEC_21,E-PANOL SYR,OTC,ANALGESIC,5,3.49,5,17.45,25,7.55,30.2
2021,DEC_21,EPIDERM CREAM 15G SHALINA,OTC,ANALGESIC,1,2.25,3.5,2.25,3.5,1.25,35.71
2021,DEC_21,EPIDERM CREAM 30G,OTC,ANALGESIC,5,4,6,20,30,10,33.33
2021,DEC_21,EXAMINATION GLOVES 100'S,OTC,PERSONAL_CARE,32,0.58,0.8,18.56,25.6,7.04,27.5
2021,DEC_21,EXFORGE 5MG/160MG 28'S,RX,ANTI_DIABETIC,4,4.2,5.5,16.8,22,5.2,23.64
2021,DEC_21,FENBASE EXTRA,OTC,ANALGESIC,8,2.02,3,16.16,24,7.84,32.67
2021,DEC_21,FEROGLOBIN CAPS 30 VITABIOTICS,OTC,VITAMINS,3,35.54,49,106.62,147,40.38,27.47
2021,DEC_21,FEROGLOBIN SYR 200ML VITABIOTIC,OTC,VITAMINS,7,33.02,46,231.14,322,90.86,28.22
2021,DEC_21,FIESTA CONDOM 3'S,OTC,SEX_HEALTH_M,1,2.5,4,2.5,4,1.5,37.5
2021,DEC_21,FISHERMAN'S FRIEND LOZENGES,OTC,COUGH_COLD,9,5.75,8.2,51.75,73.8,22.05,29.88
2021,DEC_21,FLAGENTYL SECNIDAZOLE TAB 500MG,RX,ANTI_HELMINTIC,2,22,29,44,58,14,24.14
2021,DEC_21,FLEMEX ADULT SYR 100ML,OTC,COUGH_COLD,4,7.5,10.5,30,42,12,28.57
2021,DEC_21,FLEMEX JUNIOR SYRUP,OTC,COUGH_COLD_PED,8,6.2,8.5,49.6,68,18.4,27.06
2021,DEC_21,FLUCONAZOLE 150MG CAPS UK,RX,ANTI_INFECTION,5,6.5,10,32.5,50,17.5,35
2021,DEC_21,FLUREST TABS,OTC,COUGH_COLD,7,12,15,84,105,21,20
2021,DEC_21,FLUXACIN SUSP 125MG,RX,ANTI_INFECTION,1,5.89,8,5.89,8,2.11,26.38
2021,DEC_21,FLUXAMOX 500 CAPSULES 200'S,RX,ANTI_INFECTION,226,0.43,0.6,98.21,135.6,37.39,27.57
2021,DEC_21,FOLIC ACID 5MG TAB UK,OTC,VITAMINS,1,7.5,11,7.5,11,3.5,31.82
2021,DEC_21,FOLIC ACID TAB 1000'S pharma,OTC,VITAMINS,13,0.26,0.5,3.44,6.5,3.06,47.08
2021,DEC_21,FOXITIL 250MG TAB,RX,ANTI_INFECTION,2,13.5,19,27,38,11,28.95
2021,DEC_21,FUNBACT-A TRIPLE ACTION CREAM 3,OTC,FIRST_AID_INF,9,7,10,63,90,27,30
2021,DEC_21,GANA BALM,OTC,ANALGESIC,2,3.3,5,6.6,10,3.4,34
2021,DEC_21,GASTRONE TABS 100'S ERNEST,OTC,GI_HEARTBURN_ANTACID,5,1.17,1.6,5.85,8,2.15,26.88
2021,DEC_21,GAUZE BANDAGE 3'',OTC,FIRST_AID,10,0.59,0.8,5.9,8,2.1,26.25
2021,DEC_21,"GAUZE BANDAGE 6""",OTC,FIRST_AID,26,0.92,1.4,23.86,36.4,12.54,34.45
2021,DEC_21,GAUZE SINGLES LARGE,OTC,FIRST_AID,1,1,1.2,1,1.2,0.2,16.67
2021,DEC_21,GEBEDOL EXTRA TABS,OTC,ANALGESIC,37,2.3,3.5,85.13,129.5,44.37,34.26
2021,DEC_21,GEBEDOL FORTE TABS,OTC,ANALGESIC,13,1.67,2.5,21.71,32.5,10.79,33.2
2021,DEC_21,GEBEDOL TABS,OTC,ANALGESIC,107,1.1,1.78,117.86,190.5,72.64,38.13
2021,DEC_21,GEN M SUSPENSION,OTC,ANTI_MALARIAL,2,15.5,22,31,44,13,29.55
2021,DEC_21,GENTAMYCIN E/E DROPS LOCAL,RX,ANTI_INFECTION_EYE_EAR,3,1.9,3,5.7,9,3.3,36.67
2021,DEC_21,GENTIAN VIOLET PAINTS 60ML,OTC,FIRST_AID,5,1.5,3,7.5,15,7.5,50
